source,target
video_1162671506677997568,label_emotion_1162671506677997568
video_1162671506677997568,label_topic_1162671506677997568
video_1162892916084375552,label_emotion_1162892916084375552
video_1162892916084375552,label_topic_1162892916084375552
video_1162968975672778752,label_emotion_1162968975672778752
video_1162968975672778752,label_topic_1162968975672778752
video_1162995993596370944,label_emotion_1162995993596370944
video_1162995993596370944,label_topic_1162995993596370944
video_1163154798393061376,label_emotion_1163154798393061376
video_1163154798393061376,label_topic_1163154798393061376
video_1163260773993480192,label_emotion_1163260773993480192
video_1163260773993480192,label_topic_1163260773993480192
video_1163434661226446848,label_emotion_1163434661226446848
video_1163434661226446848,label_topic_1163434661226446848
video_1163561219811172352,label_emotion_1163561219811172352
video_1163561219811172352,label_topic_1163561219811172352
video_1163579451632771072,label_emotion_1163579451632771072
video_1163579451632771072,label_topic_1163579451632771072
video_1163626828175691776,label_emotion_1163626828175691776
video_1163626828175691776,label_topic_1163626828175691776
video_1163980691873357824,label_emotion_1163980691873357824
video_1163980691873357824,label_topic_1163980691873357824
video_1164065840933773312,label_emotion_1164065840933773312
video_1164065840933773312,label_topic_1164065840933773312
video_1164091195023306752,label_emotion_1164091195023306752
video_1164091195023306752,label_topic_1164091195023306752
video_1164288224353816576,label_emotion_1164288224353816576
video_1164288224353816576,label_topic_1164288224353816576
video_1164406383115116544,label_emotion_1164406383115116544
video_1164406383115116544,label_topic_1164406383115116544
video_1164774910267441152,label_emotion_1164774910267441152
video_1164774910267441152,label_topic_1164774910267441152
video_1164828038630879232,label_emotion_1164828038630879232
video_1164828038630879232,label_topic_1164828038630879232
video_1164855192760602624,label_emotion_1164855192760602624
video_1164855192760602624,label_topic_1164855192760602624
video_1165086499860275200,label_emotion_1165086499860275200
video_1165086499860275200,label_topic_1165086499860275200
video_1165174042676912128,label_emotion_1165174042676912128
video_1165174042676912128,label_topic_1165174042676912128
video_1165506062229676032,label_emotion_1165506062229676032
video_1165506062229676032,label_topic_1165506062229676032
video_1165738614752411648,label_emotion_1165738614752411648
video_1165738614752411648,label_topic_1165738614752411648
video_1165764066229542912,label_emotion_1165764066229542912
video_1165764066229542912,label_topic_1165764066229542912
video_1165783210110701568,label_emotion_1165783210110701568
video_1165783210110701568,label_topic_1165783210110701568
video_1165856327927750656,label_emotion_1165856327927750656
video_1165856327927750656,label_topic_1165856327927750656
video_1165888095896649728,label_emotion_1165888095896649728
video_1165888095896649728,label_topic_1165888095896649728
video_1166111009145245696,label_emotion_1166111009145245696
video_1166111009145245696,label_topic_1166111009145245696
video_1166131397384433664,label_emotion_1166131397384433664
video_1166131397384433664,label_topic_1166131397384433664
video_1166274181290512384,label_emotion_1166274181290512384
video_1166274181290512384,label_topic_1166274181290512384
video_1166565010009370624,label_emotion_1166565010009370624
video_1166565010009370624,label_topic_1166565010009370624
video_1166952370773897216,label_emotion_1166952370773897216
video_1166952370773897216,label_topic_1166952370773897216
video_1166993514807304192,label_emotion_1166993514807304192
video_1166993514807304192,label_topic_1166993514807304192
video_1167285168810471424,label_emotion_1167285168810471424
video_1167285168810471424,label_topic_1167285168810471424
video_1167324347300724736,label_emotion_1167324347300724736
video_1167324347300724736,label_topic_1167324347300724736
video_1167671471288844288,label_emotion_1167671471288844288
video_1167671471288844288,label_topic_1167671471288844288
video_1167693037900857344,label_emotion_1167693037900857344
video_1167693037900857344,label_topic_1167693037900857344
video_1167724898471256064,label_emotion_1167724898471256064
video_1167724898471256064,label_topic_1167724898471256064
video_1167795973586853888,label_emotion_1167795973586853888
video_1167795973586853888,label_topic_1167795973586853888
video_1167971795727470592,label_emotion_1167971795727470592
video_1167971795727470592,label_topic_1167971795727470592
video_1168252445500276736,label_emotion_1168252445500276736
video_1168252445500276736,label_topic_1168252445500276736
video_1168320669927215104,label_emotion_1168320669927215104
video_1168320669927215104,label_topic_1168320669927215104
video_1168334899766272000,label_emotion_1168334899766272000
video_1168334899766272000,label_topic_1168334899766272000
video_1168346839330738176,label_emotion_1168346839330738176
video_1168346839330738176,label_topic_1168346839330738176
video_1168389164421763072,label_emotion_1168389164421763072
video_1168389164421763072,label_topic_1168389164421763072
video_1168612975406645248,label_emotion_1168612975406645248
video_1168612975406645248,label_topic_1168612975406645248
video_1168651744683921408,label_emotion_1168651744683921408
video_1168651744683921408,label_topic_1168651744683921408
video_1168674303898976256,label_emotion_1168674303898976256
video_1168674303898976256,label_topic_1168674303898976256
video_1168806492346982400,label_emotion_1168806492346982400
video_1168806492346982400,label_topic_1168806492346982400
video_1169048030134378496,label_emotion_1169048030134378496
video_1169048030134378496,label_topic_1169048030134378496
video_1169050854352097280,label_emotion_1169050854352097280
video_1169050854352097280,label_topic_1169050854352097280
video_1169093466169511936,label_emotion_1169093466169511936
video_1169093466169511936,label_topic_1169093466169511936
video_1169158296855359488,label_emotion_1169158296855359488
video_1169158296855359488,label_topic_1169158296855359488
video_1169169185545318400,label_emotion_1169169185545318400
video_1169169185545318400,label_topic_1169169185545318400
video_1169358143893966848,label_emotion_1169358143893966848
video_1169358143893966848,label_topic_1169358143893966848
video_1169427455535419392,label_emotion_1169427455535419392
video_1169427455535419392,label_topic_1169427455535419392
video_1169489874899066880,label_emotion_1169489874899066880
video_1169489874899066880,label_topic_1169489874899066880
video_1169494844386037760,label_emotion_1169494844386037760
video_1169494844386037760,label_topic_1169494844386037760
video_1169509008340873216,label_emotion_1169509008340873216
video_1169509008340873216,label_topic_1169509008340873216
video_1169688255890186240,label_emotion_1169688255890186240
video_1169688255890186240,label_topic_1169688255890186240
video_1170095958982549504,label_emotion_1170095958982549504
video_1170095958982549504,label_topic_1170095958982549504
video_1170173033755934720,label_emotion_1170173033755934720
video_1170173033755934720,label_topic_1170173033755934720
video_1170303946817167360,label_emotion_1170303946817167360
video_1170303946817167360,label_topic_1170303946817167360
video_1170465736184012800,label_emotion_1170465736184012800
video_1170465736184012800,label_topic_1170465736184012800
video_1170466885566111744,label_emotion_1170466885566111744
video_1170466885566111744,label_topic_1170466885566111744
video_1170556890108088320,label_emotion_1170556890108088320
video_1170556890108088320,label_topic_1170556890108088320
video_1170871500140666880,label_emotion_1170871500140666880
video_1170871500140666880,label_topic_1170871500140666880
video_1170976393530941440,label_emotion_1170976393530941440
video_1170976393530941440,label_topic_1170976393530941440
video_1171065124103041024,label_emotion_1171065124103041024
video_1171065124103041024,label_topic_1171065124103041024
video_1171237779695689728,label_emotion_1171237779695689728
video_1171237779695689728,label_topic_1171237779695689728
video_1171260118231326721,label_emotion_1171260118231326721
video_1171260118231326721,label_topic_1171260118231326721
video_1171278643926863872,label_emotion_1171278643926863872
video_1171278643926863872,label_topic_1171278643926863872
video_1171672626838544384,label_emotion_1171672626838544384
video_1171672626838544384,label_topic_1171672626838544384
video_1171707907222761472,label_emotion_1171707907222761472
video_1171707907222761472,label_topic_1171707907222761472
video_1172007640122183680,label_emotion_1172007640122183680
video_1172007640122183680,label_topic_1172007640122183680
video_1172034196974489600,label_emotion_1172034196974489600
video_1172034196974489600,label_topic_1172034196974489600
video_1172059693724884992,label_emotion_1172059693724884992
video_1172059693724884992,label_topic_1172059693724884992
video_1172089525221363712,label_emotion_1172089525221363712
video_1172089525221363712,label_topic_1172089525221363712
video_1172294545229434880,label_emotion_1172294545229434880
video_1172294545229434880,label_topic_1172294545229434880
video_1172495009132781568,label_emotion_1172495009132781568
video_1172495009132781568,label_topic_1172495009132781568
video_1172703605590056960,label_emotion_1172703605590056960
video_1172703605590056960,label_topic_1172703605590056960
video_1172707363586002944,label_emotion_1172707363586002944
video_1172707363586002944,label_topic_1172707363586002944
video_1172723682289004544,label_emotion_1172723682289004544
video_1172723682289004544,label_topic_1172723682289004544
video_1172735260652687360,label_emotion_1172735260652687360
video_1172735260652687360,label_topic_1172735260652687360
video_1172805293197914112,label_emotion_1172805293197914112
video_1172805293197914112,label_topic_1172805293197914112
